bump_error_type,bump_total,in_bump_global,model,context_variant,detected,missed,mismatched,novel,detection_rate_%,detected_ids,mismatched_ids,novel_ids,detected_by_any,detected_any_ids
APIException,2,1,GPT-4o,Method,0,2,0,0,0.0,,,,0,
APIException,2,1,GPT-4o,Class,0,2,0,0,0.0,,,,0,
APIException,2,1,Qwen-480B,Minimal,0,1,0,0,0.0,,,,0,
APIException,2,1,Qwen-480B,Method,0,2,0,0,0.0,,,,0,
APIException,2,1,Qwen-480B,Class,0,2,0,0,0.0,,,,0,
APIException,2,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
APIException,2,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
APIException,2,1,GPT-OSS-120b,Class,0,1,0,0,0.0,,,,0,
StopException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
StopException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
StopException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
StopException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
StopException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
StopException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
StopException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
StopException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
StopException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
ValidationException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
ValidationException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
ValidationException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
ValidationException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
ExtendedScriptException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
KryoException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
KryoException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
KryoException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
KryoException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
EcmaError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
EcmaError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
EcmaError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
EcmaError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
JavaScriptException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-4o,Method,0,1,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-4o,Class,0,1,0,0,0.0,,,,0,
ArchiverException,1,1,Qwen-480B,Minimal,0,1,0,0,0.0,,,,0,
ArchiverException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
ArchiverException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
NoSuchFileException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
JSONException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
JSONException,1,1,Qwen-480B,Method,0,1,0,0,0.0,,,,0,
JSONException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
JSONException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
InvocationTargetException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
InvocationTargetException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
InvocationTargetException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
InvocationTargetException,1,1,Qwen-480B,Minimal,0,0,1,0,0.0,,BBC49,,0,
InvocationTargetException,1,1,Qwen-480B,Method,0,0,3,0,0.0,,BBC132|BBC36|BBC49,,0,
InvocationTargetException,1,1,Qwen-480B,Class,0,0,3,0,0.0,,BBC06|BBC165|BBC49,,0,
InvocationTargetException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
InvocationTargetException,1,1,GPT-OSS-120b,Method,0,0,1,0,0.0,,BBC36,,0,
InvocationTargetException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
RuntimeSshException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
JSchException,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
JSchException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
JSchException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
JSchException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
JSchException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
JSchException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
JSchException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
JSchException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
JSchException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
ForbiddenClassException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
construct_SendsSeekResponseError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
offsetResponseOutOfOrder_Exception,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
ApiException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
ApiException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
ApiException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
ApiException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessageResponseError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
construct_SendsMessagePublishResponseError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
InterruptedException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
construct_SendsCommitResponseError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
construct_SendsInitialThenError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
IllegalStateException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,Qwen-480B,Method,0,0,1,0,0.0,,BBC115,,0,
NullPointerException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
NullPointerException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-4o,Class,0,1,0,0,0.0,,,,0,
sendWithReadError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,Qwen-480B,Class,0,1,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
sendWithReadError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-4o,Class,0,1,0,0,0.0,,,,0,
sendWithIOError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,Qwen-480B,Class,0,1,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
sendWithIOError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-4o,Class,0,1,0,0,0.0,,,,0,
sendWithCloseError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,Qwen-480B,Class,0,1,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
sendWithCloseError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-4o,Minimal,0,1,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-4o,Class,0,1,0,0,0.0,,,,0,
addWithTimeoutError,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,Qwen-480B,Class,0,1,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
addWithTimeoutError,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
MojoExecutionException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
SurefireBooterForkException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
XmlPullParserException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
JdbcSQLSyntaxErrorException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-4o,Method,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-4o,Class,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
CommandAcceptanceException,1,1,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
testExecuteException,0,0,GPT-OSS-120b,Method,0,0,0,1,0.0,,,BBC73,0,
testExecuteException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
testMainRunsWithoutException,0,0,GPT-OSS-120b,Class,0,0,0,1,0.0,,,BBC72,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
