custom_id,clientGithubURL,clientProject,clientProjectOrganisation,breakingCommit,dependencyGroupID,dependencyArtifactID,previousVersion,newVersion,failureCategory,docker_image_breaking,execution_timestamp,execution_success,return_code,execution_time_seconds,tests_run,test_failures,test_errors,test_skipped,num_exceptions,num_failed_tests,num_compilation_errors,num_error_messages,exception_types,first_error_message,all_maven_errors,build_status,log_file,parsed_errors_file,compiled?,executed?,BC_detected?
BBC131,https://github.com/retest/recheck/pull/1041,recheck,retest,02363207c365b3befd6426f6dda5c8eac904d760,org.slf4j,slf4j-api,1.7.36,2.0.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:02363207c365b3befd6426f6dda5c8eac904d760-breaking,2026-01-05T00:22:51.834240,TRUE,0,31.68,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.13 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.051 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.015 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.002 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.054 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC131.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC131.json,Yes,Yes,Yes
BBC132,https://github.com/elimu-ai/webapp/pull/1618,webapp,elimu-ai,65d7e266291e48fd6d2c62caaa63775c74c5d472,org.apache.logging.log4j,log4j-api,2.16.0,2.20.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:65d7e266291e48fd6d2c62caaa63775c74c5d472-breaking,2026-01-05T00:23:11.082237,TRUE,0,19.13,1,0,1,0,91,90,0,6,java.lang.NoClassDefFoundError|java.lang.NoSuchMethodError|MojoFailureException,'java.lang.ClassLoader[] org.apache.logging.log4j.util.LoaderUtil.getClassLoaders()',"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.413 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.01 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.001 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.EmojiDaoTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC132.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC132.json,Yes,Yes,Yes
BBC135,https://github.com/searls/jasmine-maven-plugin/pull/571,jasmine-maven-plugin,searls,60d8c1a25e2d7fc688f1b2306be5675f089b74e9,org.slf4j,slf4j-api,1.7.32,2.0.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:60d8c1a25e2d7fc688f1b2306be5675f089b74e9-breaking,2026-01-05T00:24:05.641428,TRUE,0,32.57,2,2,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,Some dependencies of Maven Plugins are expected to be in provided scope.,"Some dependencies of Maven Plugins are expected to be in provided scope.|Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.49 s <<< FAILURE! - in com.github.searls.jasmine.format.JasmineResultLoggerTest|shouldLogDetails  Time elapsed: 1.307 s  <<< FAILURE!|shouldLogHeader  Time elapsed: 0.005 s  <<< FAILURE!|Failures:",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC135.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC135.json,Yes,Yes,No
BBC136,https://github.com/retest/recheck/pull/1037,recheck,retest,c8a572a7d8e67eef75d9ab1a80d6acb952be6d7e,org.slf4j,slf4j-api,1.7.36,2.0.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:c8a572a7d8e67eef75d9ab1a80d6acb952be6d7e-breaking,2026-01-05T00:24:37.219114,TRUE,0,31.4,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.123 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.054 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.018 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.002 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.049 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC136.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC136.json,Yes,Yes,Yes
BBC137,https://github.com/jcabi/jcabi-ssh/pull/143,jcabi-ssh,jcabi,93ac5faf37905e0fb4b44f5401271f2d3d76f57a,org.apache.sshd,sshd-common,2.9.2,2.10.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:93ac5faf37905e0fb4b44f5401271f2d3d76f57a-breaking,2026-01-05T00:24:51.122814,TRUE,0,13.87,1,0,0,0,10,0,0,2,RuntimeSshException|java.io.IOException|java.lang.NoSuchMethodError|com.jcraft.jsch.JSchException|MojoFailureException,'boolean org.apache.sshd.common.future.CloseFuture.await(java.time.Duration)',"Tests run: 3, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 0.442 s <<< FAILURE! - in com.jcabi.ssh.SshTest|com.jcabi.ssh.SshTest.executeCommandOnServerWithPrivateKey  Time elapsed: 0.4 s  <<< ERROR!|com.jcabi.ssh.SshTest.executeCommandOnServer  Time elapsed: 0.031 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.062 s <<< FAILURE! - in com.jcabi.ssh.SshByPasswordTest|com.jcabi.ssh.SshByPasswordTest.executesCommand  Time elapsed: 0.058 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC137.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC137.json,Yes,Yes,Yes
BBC143,https://github.com/kstateome/lti-launch/pull/35,lti-launch,kstateome,f61b113c1493d02611bc5cdc9a80e8af0abf2035,org.springframework,spring-webmvc,4.1.6.RELEASE,5.3.18,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:f61b113c1493d02611bc5cdc9a80e8af0abf2035-breaking,2026-01-05T00:27:08.585331,TRUE,0,8.92,1,0,1,0,3,1,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,org/springframework/web/util/pattern/PathPatternParser,"Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.19.1:test (default-test) on project lti-launch: There are test failures.|[ERROR] Please refer to /lti-launch/target/surefire-reports for the individual test results.|-> [Help 1]|[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.|Re-run Maven using the -X switch to enable full debug logging.",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC143.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC143.json,Yes,Yes,Yes
BBC144,https://github.com/btrplace/scheduler/pull/379,scheduler,btrplace,5476e69fca14862d862805790b73574e1de58dd2,org.antlr,antlr4-runtime,4.9.3,4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5476e69fca14862d862805790b73574e1de58dd2-breaking,2026-01-05T00:28:28.520719,TRUE,0,79.88,260,0,0,0,9,0,0,6,java.lang.ExceptionInInitializerError|java.io.InvalidClassException|java.lang.UnsupportedOperationException|org.btrplace.btrpsl.ScriptBuilderException|MojoFailureException,[foo 2:19] mismatched input '<EOF>' expecting ')',"Tests run: 38, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 3.481 s <<< FAILURE! - in TestSuite|org.btrplace.safeplace.spec.SpecScannerTest.test  Time elapsed: 2.023 s  <<< FAILURE!|Failures:|SpecScannerTest.test:23 » ExceptionInInitializer|Tests run: 38, Failures: 1, Errors: 0, Skipped: 0",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC144.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC144.json,No,No,No
BBC145,https://github.com/Refactoring-Bot/Refactoring-Bot/pull/109,Refactoring-Bot,Refactoring-Bot,ff98f9e99811cd3186d3819d19b5b7f8143a0632,org.antlr,antlr4-runtime,4.7.2,4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:ff98f9e99811cd3186d3819d19b5b7f8143a0632-breaking,2026-01-05T00:28:49.556663,TRUE,0,21.01,2,0,0,0,4,1,0,1,java.lang.UnsupportedOperationException|java.lang.ExceptionInInitializerError|java.io.InvalidClassException|MojoFailureException,java.io.InvalidClassException: org.antlr.v4.runtime.atn.ATN; Could not deserialize ATN with version 3 (expected 4).,"Tests run: 5, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.056 s <<< FAILURE! - in de.refactoringbot.services.main.GrammarServiceTest|testCheckComment(de.refactoringbot.services.main.GrammarServiceTest)  Time elapsed: 0.019 s  <<< ERROR!|Errors:|GrammarServiceTest.testCheckComment:111 » ExceptionInInitializer|Tests run: 62, Failures: 0, Errors: 1, Skipped: 0",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC145.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC145.json,Yes,Yes,Yes
BBC146,https://github.com/tamtam-chat/tamtam-bot-api/pull/24,tamtam-bot-api,tamtam-chat,fafb59e8f1b9ddba4bbabe64818f361e7def7d04,com.fasterxml.jackson.core,jackson-databind,2.9.10.3,2.13.4.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:fafb59e8f1b9ddba4bbabe64818f361e7def7d04-breaking,2026-01-05T00:29:13.262130,TRUE,0,23.6,3,0,1,0,83,46,0,9,java.lang.NoClassDefFoundError|java.io.IOException|java.lang.Exception|chat.tamtam.botapi.exceptions.APIException|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/annotation/JsonKey,"Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.674 s <<< FAILURE! - in chat.tamtam.botapi.queries.RemoveMemberQueryTest|removeMemberTest(chat.tamtam.botapi.queries.RemoveMemberQueryTest)  Time elapsed: 1.65 s  <<< ERROR!|Tests run: 2, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.017 s <<< FAILURE! - in chat.tamtam.botapi.queries.GetMessageByIdQueryTest|getMessageByIdTest(chat.tamtam.botapi.queries.GetMessageByIdQueryTest)  Time elapsed: 0.017 s  <<< ERROR!|Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.01 s <<< FAILURE! - in chat.tamtam.botapi.queries.DeleteMessageQueryTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC146.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC146.json,Yes,Yes,Yes
BBC147,https://github.com/pac4j/dropwizard-pac4j/pull/368,dropwizard-pac4j,pac4j,5b7634ef016e7e65084fb0253e96bffa5810c0df,com.fasterxml.jackson.core,jackson-databind,2.10.5.1,2.14.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5b7634ef016e7e65084fb0253e96bffa5810c0df-breaking,2026-01-05T00:29:29.274903,TRUE,0,15.97,4,0,4,0,33,0,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/core/util/JacksonFeature,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 0.359 s <<< FAILURE! - in org.pac4j.dropwizard.bundle.BundleFactoryTest|org.pac4j.dropwizard.bundle.BundleFactoryTest.emptyPac4jInConfig  Time elapsed: 0.205 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessiondisabledForced  Time elapsed: 0.004 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.noPac4jInConfig  Time elapsed: 0.005 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessionEnabledForced  Time elapsed: 0.002 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC147.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC147.json,Yes,Yes,Yes
BBC148,https://github.com/pholser/junit-quickcheck/pull/499,junit-quickcheck,pholser,7c90c61e90e9936d8a7e355de8900214c759cb61,org.mockito,mockito-core,4.11.0,5.3.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:7c90c61e90e9936d8a7e355de8900214c759cb61-breaking,2026-01-05T00:29:57.839191,TRUE,0,28.52,2,0,0,0,2,0,0,3,java.lang.AssertionError|MojoFailureException,"Expected: [3, 6], but was: [","Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.932 s <<< FAILURE! - in com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest|com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue  Time elapsed: 0.054 s  <<< FAILURE!|Failures:|CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue:90 expected:<[3, 6]> but was:<[]>|Tests run: 510, Failures: 1, Errors: 0, Skipped: 18",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC148.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC148.json,Yes,Yes,No
BBC150,https://github.com/jiangxincode/ApkToolBoxGUI/pull/125,ApkToolBoxGUI,jiangxincode,a1b247aa03bcc0131d0646b2adaf434de18dcf80,org.apache.logging.log4j,log4j-core,2.17.2,2.19.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:a1b247aa03bcc0131d0646b2adaf434de18dcf80-breaking,2026-01-05T00:30:24.015105,TRUE,0,14.08,4,0,0,0,9,0,0,6,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,Could not initialize class org.apache.logging.log4j.core.impl.ThreadContextDataInjector,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 0.691 s <<< FAILURE! - in edu.jiangxin.encode.EncoderConvertTest|edu.jiangxin.encode.EncoderConvertTest.testEncodeDir  Time elapsed: 0.684 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testEncodeFile  Time elapsed: 0 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testDetectEncode01  Time elapsed: 0 s  <<< ERROR!|edu.jiangxin.encode.EncoderConvertTest.testDetectEncode02  Time elapsed: 0 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC150.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC150.json,Yes,Yes,Yes
BBC153,https://github.com/tokuhirom/avans/pull/88,avans,tokuhirom,1c3529eaf282deb4868f4b13439170ef47db3e8c,com.fasterxml.jackson.dataformat,jackson-dataformat-cbor,2.4.0,2.13.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:1c3529eaf282deb4868f4b13439170ef47db3e8c-breaking,2026-01-05T00:41:05.140356,FALSE,-1,600,0,0,0,0,0,0,0,0,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException,,,FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC153.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC153.json,No,No,No
BBC155,https://github.com/tokuhirom/avans/pull/86,avans,tokuhirom,2cc9522c8f62871d12243b174b98bd7d5b121362,com.fasterxml.jackson.core,jackson-core,2.4.2,2.13.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:2cc9522c8f62871d12243b174b98bd7d5b121362-breaking,2026-01-05T00:51:06.419544,FALSE,-1,600,0,0,0,0,0,0,0,0,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException,,,FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC155.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC155.json,No,No,No
BBC158,https://github.com/apache/logging-chainsaw/pull/14,logging-chainsaw,apache,19e20b0d69cb6dadbc54313cb6c6e5f70670ac93,com.thoughtworks.xstream,xstream,1.4.17,1.4.19,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:19e20b0d69cb6dadbc54313cb6c6e5f70670ac93-breaking,2026-01-05T00:51:50.501880,FALSE,1,16.73,4,0,0,0,3,1,0,1,ForbiddenClassException|com.thoughtworks.xstream.security.ForbiddenClassException|MojoFailureException,org.apache.log4j.chainsaw.LogPanelPreferenceModel,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.257 s <<< FAILURE! - in org.apache.log4j.chainsaw.LogPanelPreferenceModelTest|testLogPanelPreferenceModelSerialization(org.apache.log4j.chainsaw.LogPanelPreferenceModelTest)  Time elapsed: 0.257 s  <<< ERROR!|Errors:|org.apache.log4j.chainsaw.LogPanelPreferenceModelTest#testLogPanelPreferenceModelSerialization ForbiddenClassException|Tests run: 5, Failures: 0, Errors: 1, Skipped: 0",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC158.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC158.json,No,No,No
BBC16,https://github.com/Refactoring-Bot/Refactoring-Bot/pull/112,Refactoring-Bot,Refactoring-Bot,99ec071a0ce40e1bf683e66a6717df2f57c7d817,org.antlr,antlr4-runtime,4.7.2,4.12.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:99ec071a0ce40e1bf683e66a6717df2f57c7d817-breaking,2026-01-04T22:31:01.665605,TRUE,0,20.09,2,0,0,0,4,1,0,1,java.lang.UnsupportedOperationException|java.lang.ExceptionInInitializerError|java.io.InvalidClassException|MojoFailureException,java.io.InvalidClassException: org.antlr.v4.runtime.atn.ATN; Could not deserialize ATN with version 3 (expected 4).,"Tests run: 5, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.864 s <<< FAILURE! - in de.refactoringbot.services.main.GrammarServiceTest|testCheckComment(de.refactoringbot.services.main.GrammarServiceTest)  Time elapsed: 0.014 s  <<< ERROR!|Errors:|GrammarServiceTest.testCheckComment:111 » ExceptionInInitializer|Tests run: 62, Failures: 0, Errors: 1, Skipped: 0",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC16.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC16.json,No,No,No
BBC162,https://github.com/retest/recheck/pull/1038,recheck,retest,5f8a3fa396d438157f595b07729f8d01e882c82e,org.slf4j,slf4j-api,1.7.36,2.0.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5f8a3fa396d438157f595b07729f8d01e882c82e-breaking,2026-01-05T00:54:10.822863,TRUE,0,32.45,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.123 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.05 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.017 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.046 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC162.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC162.json,Yes,Yes,Yes
BBC165,https://github.com/elimu-ai/webapp/pull/1619,webapp,elimu-ai,85d468890c33b37e74e972caa71b3938a4a98223,org.apache.logging.log4j,log4j-core,2.16.0,2.20.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:85d468890c33b37e74e972caa71b3938a4a98223-breaking,2026-01-05T00:56:05.654298,TRUE,0,19.81,1,0,1,0,94,90,0,7,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,org/apache/logging/log4j/util/ServiceLoaderUtil,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.687 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.009 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.001 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.EmojiDaoTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC165.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC165.json,Yes,Yes,Yes
BBC167,https://github.com/retest/recheck/pull/1056,recheck,retest,bdbdd72d9988aa736bde515d46d3990527c92fee,org.slf4j,slf4j-api,1.7.36,2.0.6,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:bdbdd72d9988aa736bde515d46d3990527c92fee-breaking,2026-01-05T00:56:37.747358,TRUE,0,31.91,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.117 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.045 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.018 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.002 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.056 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC167.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC167.json,Yes,Yes,Yes
BBC168,https://github.com/googleapis/java-pubsublite/pull/901,java-pubsublite,googleapis,5743793a5d54e43d9acf27e46fdb3a257ee0196f,com.google.flogger,google-extensions,0.6,0.7.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5743793a5d54e43d9acf27e46fdb3a257ee0196f-breaking,2026-01-05T00:57:49.401076,TRUE,0,71.54,2,0,0,0,152,0,0,10,java.lang.NoClassDefFoundError|java.lang.NullPointerException|java.lang.ExceptionInInitializerError|ConnectedSubscriberImplTest.construct_SendsMessageResponseError|ConnectedSubscriberImplTest.construct_SendsSeekResponseError|ConnectedSubscriberImplTest.construct_SendsInitialThenError|BatchPublisherImplTest.construct_SendsMessagePublishResponseError|ConnectedCommitterImplTest.construct_SendsInitialThenError|java.lang.NoSuchMethodError|BatchPublisherImplTest.offsetResponseOutOfOrder_Exception|ConnectedAssignerImplTest.construct_SendsInitialThenError|InterruptedException|java.lang.IllegalStateException|BatchPublisherImplTest.construct_SendsInitialThenError|ConnectedCommitterImplTest.construct_SendsCommitResponseError|com.google.api.gax.rpc.ApiException|MojoFailureException,No logging platforms found:,"Tests run: 2, Failures: 0, Errors: 2, Skipped: 0, Time elapsed: 0.47 s <<< FAILURE! - in com.google.cloud.pubsublite.cloudpubsub.SubscriberSettingsTest|com.google.cloud.pubsublite.cloudpubsub.SubscriberSettingsTest.testSettingsWithoutPartitons  Time elapsed: 0.209 s  <<< ERROR!|com.google.cloud.pubsublite.cloudpubsub.SubscriberSettingsTest.testSettingsWithPartitons  Time elapsed: 0.257 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.379 s <<< FAILURE! - in com.google.cloud.pubsublite.cloudpubsub.PublisherSettingsTest|com.google.cloud.pubsublite.cloudpubsub.PublisherSettingsTest.testSettings  Time elapsed: 0.376 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC168.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC168.json,No,No,No
BBC17,https://github.com/elimu-ai/webapp/pull/1574,webapp,elimu-ai,1eb6d9d5b2a07720a0839457cee81e066dd932f2,org.apache.logging.log4j,log4j-api,2.16.0,2.18.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:1eb6d9d5b2a07720a0839457cee81e066dd932f2-breaking,2026-01-04T22:31:18.171336,TRUE,0,16.39,1,0,1,0,49,48,0,4,java.lang.NoClassDefFoundError|java.lang.NoSuchMethodError|MojoFailureException,'java.lang.ClassLoader[] org.apache.logging.log4j.util.LoaderUtil.getClassLoaders()',"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.205 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.006 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.NumberDaoTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC17.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC17.json,Yes,Yes,Yes
