context_variant,model,instance,test_file,total_testcases,behavioral,crash,n/a
Class,Qwen3-coder,BBC06,BBC06U179Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U183Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U184Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U185Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U187Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U190Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U196Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U198Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U202Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U203Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U204Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U207Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U208Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U212Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U213Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U215Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U218Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U220Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U221Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U224Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U225Test.java,1,1,0,0
Class,Qwen3-coder,BBC06,BBC06U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U228Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U230Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U233Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U237Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U240Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U241Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U245Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U248Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U249Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U250Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U252Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U255Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U260Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U265Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U266Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U270Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U275Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U276Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U278Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U27Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U282Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U283Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U285Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U286Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U28Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U33Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U35Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U43Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U4Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U5Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U61Test.java,4,0,4,0
Class,Qwen3-coder,BBC06,BBC06U63Test.java,4,0,4,0
Class,Qwen3-coder,BBC06,BBC06U65Test.java,4,0,4,0
Class,Qwen3-coder,BBC06,BBC06U66Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U69Test.java,4,0,4,0
Class,Qwen3-coder,BBC06,BBC06U6Test.java,1,0,1,0
Class,Qwen3-coder,BBC06,BBC06U72Test.java,4,0,4,0
Class,Qwen3-coder,BBC06,BBC06U77Test.java,1,0,1,0
Class,Qwen3-coder,BBC131,BBC131U33Test.java,3,1,0,2
Class,Qwen3-coder,BBC132,BBC132U119Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U123Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U124Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U125Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U126Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U128Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U130Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U131Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U135Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U136Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U137Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U139Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U140Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U143Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U150Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U151Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U153Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U156Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U157Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U160Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U162Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U163Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U167Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U16Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U173Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U174Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U175Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U178Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U179Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U183Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U184Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U185Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U186Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U187Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U190Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U195Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U198Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U202Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U203Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U206Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U211Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U213Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U215Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U216Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U217Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U218Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U220Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U221Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U224Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U226Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U230Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U232Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U233Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U234Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U237Test.java,3,0,3,0
Class,Qwen3-coder,BBC132,BBC132U238Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U240Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U241Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U242Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U247Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U248Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U249Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U257Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U259Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U260Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U264Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U26Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U274Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U275Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U283Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U284Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U285Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U28Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U31Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U33Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U35Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U3Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U43Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U4Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U57Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U61Test.java,4,0,4,0
Class,Qwen3-coder,BBC132,BBC132U68Test.java,3,0,3,0
Class,Qwen3-coder,BBC132,BBC132U69Test.java,3,0,3,0
Class,Qwen3-coder,BBC132,BBC132U70Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U73Test.java,5,0,5,0
Class,Qwen3-coder,BBC132,BBC132U74Test.java,4,0,4,0
Class,Qwen3-coder,BBC132,BBC132U7Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U8Test.java,1,0,1,0
Class,Qwen3-coder,BBC132,BBC132U9Test.java,1,0,1,0
Class,Qwen3-coder,BBC146,BBC146U0Test.java,11,0,4,7
Class,Qwen3-coder,BBC150,BBC150U0Test.java,4,0,4,0
Class,Qwen3-coder,BBC150,BBC150U26Test.java,3,0,3,0
Class,Qwen3-coder,BBC150,BBC150U38Test.java,1,0,1,0
Class,Qwen3-coder,BBC150,BBC150U3Test.java,1,0,1,0
Class,Qwen3-coder,BBC150,BBC150U46Test.java,2,0,2,0
Class,Qwen3-coder,BBC150,BBC150U4Test.java,3,0,3,0
Class,Qwen3-coder,BBC150,BBC150U50Test.java,1,0,1,0
Class,Qwen3-coder,BBC150,BBC150U5Test.java,4,0,4,0
Class,Qwen3-coder,BBC150,BBC150U6Test.java,3,0,2,1
Class,Qwen3-coder,BBC162,BBC162U3Test.java,1,1,0,0
Class,Qwen3-coder,BBC165,BBC165U10Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U115Test.java,4,0,4,0
Class,Qwen3-coder,BBC165,BBC165U116Test.java,4,0,4,0
Class,Qwen3-coder,BBC165,BBC165U122Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U123Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U124Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U127Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U128Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U12Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U132Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U134Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U138Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U139Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U140Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U141Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U142Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U144Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U147Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U148Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U149Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U150Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U151Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U156Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U157Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U159Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U160Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U162Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U163Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U166Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U167Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U168Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U172Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U173Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U174Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U178Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U184Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U185Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U186Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U187Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U190Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U191Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U198Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U204Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U206Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U208Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U213Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U216Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U217Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U218Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U220Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U221Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U226Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U228Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U232Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U233Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U234Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U240Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U241Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U248Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U249Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U250Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U252Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U254Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U255Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U256Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U257Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U259Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U25Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U260Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U268Test.java,3,0,3,0
Class,Qwen3-coder,BBC165,BBC165U26Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U270Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U271Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U274Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U278Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U279Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U282Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U283Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U285Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U28Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U29Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U31Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U33Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U34Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U35Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U3Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U50Test.java,3,0,3,0
Class,Qwen3-coder,BBC165,BBC165U62Test.java,1,0,1,0
Class,Qwen3-coder,BBC165,BBC165U63Test.java,4,0,4,0
Class,Qwen3-coder,BBC165,BBC165U69Test.java,4,0,4,0
Class,Qwen3-coder,BBC165,BBC165U73Test.java,5,0,5,0
Class,Qwen3-coder,BBC17,BBC17U109Test.java,5,0,5,0
Class,Qwen3-coder,BBC17,BBC17U118Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U123Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U124Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U126Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U130Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U132Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U133Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U134Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U135Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U140Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U141Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U144Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U145Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U146Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U147Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U150Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U152Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U153Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U154Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U155Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U158Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U159Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U15Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U161Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U163Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U164Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U168Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U169Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U16Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U171Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U175Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U178Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U179Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U180Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U181Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U183Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U187Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U188Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U192Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U193Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U194Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U195Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U198Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U200Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U203Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U204Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U205Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U210Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U211Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U212Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U216Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U217Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U220Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U222Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U224Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U226Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U228Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U230Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U231Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U235Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U236Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U237Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U238Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U241Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U245Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U246Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U251Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U253Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U25Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U266Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U267Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U270Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U273Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U274Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U278Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U27Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U281Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U29Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U33Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U34Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U35Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U42Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U49Test.java,3,0,3,0
Class,Qwen3-coder,BBC17,BBC17U4Test.java,2,0,2,0
Class,Qwen3-coder,BBC17,BBC17U5Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U64Test.java,3,0,3,0
Class,Qwen3-coder,BBC17,BBC17U65Test.java,4,0,4,0
Class,Qwen3-coder,BBC17,BBC17U66Test.java,6,0,6,0
Class,Qwen3-coder,BBC17,BBC17U67Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U69Test.java,3,0,3,0
Class,Qwen3-coder,BBC17,BBC17U6Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U70Test.java,4,0,4,0
Class,Qwen3-coder,BBC17,BBC17U7Test.java,1,0,1,0
Class,Qwen3-coder,BBC17,BBC17U8Test.java,1,0,1,0
Class,Qwen3-coder,BBC33,BBC33U66Test.java,5,0,3,2
Class,Qwen3-coder,BBC36,BBC36U108Test.java,4,0,4,0
Class,Qwen3-coder,BBC36,BBC36U112Test.java,4,0,4,0
Class,Qwen3-coder,BBC36,BBC36U118Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U119Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U123Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U124Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U128Test.java,1,0,1,0
