model,context_variant,bump_id,file_name,output_token,input_token
GPT_OSS_120b,method,BBC27,BBC27U291Test_prompt.txt,153,901
GPT_OSS_120b,method,BBC27,BBC27U292Test_prompt.txt,207,893
GPT_OSS_120b,method,BBC27,BBC27U293Test_prompt.txt,290,911
GPT_OSS_120b,method,BBC27,BBC27U294Test_prompt.txt,339,903
GPT_OSS_120b,method,BBC27,BBC27U295Test_prompt.txt,172,892
GPT_OSS_120b,method,BBC27,BBC27U296Test_prompt.txt,321,890
GPT_OSS_120b,method,BBC27,BBC27U297Test_prompt.txt,402,894
GPT_OSS_120b,method,BBC27,BBC27U298Test_prompt.txt,173,904
GPT_OSS_120b,method,BBC27,BBC27U299Test_prompt.txt,265,887
GPT_OSS_120b,method,BBC27,BBC27U29Test_prompt.txt,277,896
GPT_OSS_120b,method,BBC27,BBC27U2Test_prompt.txt,261,1110
GPT_OSS_120b,method,BBC27,BBC27U300Test_prompt.txt,360,890
GPT_OSS_120b,method,BBC27,BBC27U301Test_prompt.txt,266,896
GPT_OSS_120b,method,BBC27,BBC27U302Test_prompt.txt,275,890
GPT_OSS_120b,method,BBC27,BBC27U307Test_prompt.txt,256,1031
GPT_OSS_120b,method,BBC27,BBC27U30Test_prompt.txt,441,899
GPT_OSS_120b,method,BBC27,BBC27U31Test_prompt.txt,184,890
GPT_OSS_120b,method,BBC27,BBC27U32Test_prompt.txt,419,905
GPT_OSS_120b,method,BBC27,BBC27U33Test_prompt.txt,362,901
GPT_OSS_120b,method,BBC27,BBC27U34Test_prompt.txt,287,884
GPT_OSS_120b,method,BBC27,BBC27U35Test_prompt.txt,165,881
GPT_OSS_120b,method,BBC27,BBC27U36Test_prompt.txt,273,889
GPT_OSS_120b,method,BBC27,BBC27U37Test_prompt.txt,497,882
GPT_OSS_120b,method,BBC27,BBC27U38Test_prompt.txt,282,887
GPT_OSS_120b,method,BBC27,BBC27U39Test_prompt.txt,193,894
GPT_OSS_120b,method,BBC27,BBC27U3Test_prompt.txt,345,1018
GPT_OSS_120b,method,BBC27,BBC27U40Test_prompt.txt,234,911
GPT_OSS_120b,method,BBC27,BBC27U41Test_prompt.txt,179,901
GPT_OSS_120b,method,BBC27,BBC27U42Test_prompt.txt,312,900
GPT_OSS_120b,method,BBC27,BBC27U43Test_prompt.txt,338,884
GPT_OSS_120b,method,BBC27,BBC27U44Test_prompt.txt,250,887
GPT_OSS_120b,method,BBC27,BBC27U45Test_prompt.txt,287,888
GPT_OSS_120b,method,BBC27,BBC27U46Test_prompt.txt,162,892
GPT_OSS_120b,method,BBC27,BBC27U47Test_prompt.txt,301,888
GPT_OSS_120b,method,BBC27,BBC27U48Test_prompt.txt,320,915
GPT_OSS_120b,method,BBC27,BBC27U49Test_prompt.txt,358,888
GPT_OSS_120b,method,BBC27,BBC27U4Test_prompt.txt,342,1003
GPT_OSS_120b,method,BBC27,BBC27U50Test_prompt.txt,442,930
GPT_OSS_120b,method,BBC27,BBC27U51Test_prompt.txt,282,899
GPT_OSS_120b,method,BBC27,BBC27U52Test_prompt.txt,291,899
GPT_OSS_120b,method,BBC27,BBC27U53Test_prompt.txt,197,889
GPT_OSS_120b,method,BBC27,BBC27U54Test_prompt.txt,251,910
GPT_OSS_120b,method,BBC27,BBC27U55Test_prompt.txt,303,902
GPT_OSS_120b,method,BBC27,BBC27U56Test_prompt.txt,463,920
GPT_OSS_120b,method,BBC27,BBC27U57Test_prompt.txt,243,907
GPT_OSS_120b,method,BBC27,BBC27U58Test_prompt.txt,255,918
GPT_OSS_120b,method,BBC27,BBC27U59Test_prompt.txt,216,944
GPT_OSS_120b,method,BBC27,BBC27U5Test_prompt.txt,268,896
GPT_OSS_120b,method,BBC27,BBC27U60Test_prompt.txt,262,896
GPT_OSS_120b,method,BBC27,BBC27U61Test_prompt.txt,297,904
GPT_OSS_120b,method,BBC27,BBC27U62Test_prompt.txt,290,901
GPT_OSS_120b,method,BBC27,BBC27U63Test_prompt.txt,280,915
GPT_OSS_120b,method,BBC27,BBC27U64Test_prompt.txt,305,873
GPT_OSS_120b,method,BBC27,BBC27U65Test_prompt.txt,477,896
GPT_OSS_120b,method,BBC27,BBC27U66Test_prompt.txt,307,894
GPT_OSS_120b,method,BBC27,BBC27U67Test_prompt.txt,295,906
GPT_OSS_120b,method,BBC27,BBC27U68Test_prompt.txt,172,886
GPT_OSS_120b,method,BBC27,BBC27U69Test_prompt.txt,392,943
GPT_OSS_120b,method,BBC27,BBC27U6Test_prompt.txt,189,883
GPT_OSS_120b,method,BBC27,BBC27U70Test_prompt.txt,309,906
GPT_OSS_120b,method,BBC27,BBC27U71Test_prompt.txt,175,896
GPT_OSS_120b,method,BBC27,BBC27U72Test_prompt.txt,367,886
GPT_OSS_120b,method,BBC27,BBC27U73Test_prompt.txt,184,921
GPT_OSS_120b,method,BBC27,BBC27U74Test_prompt.txt,434,929
GPT_OSS_120b,method,BBC27,BBC27U75Test_prompt.txt,217,883
GPT_OSS_120b,method,BBC27,BBC27U76Test_prompt.txt,238,883
GPT_OSS_120b,method,BBC27,BBC27U77Test_prompt.txt,298,896
GPT_OSS_120b,method,BBC27,BBC27U78Test_prompt.txt,292,919
GPT_OSS_120b,method,BBC27,BBC27U79Test_prompt.txt,501,902
GPT_OSS_120b,method,BBC27,BBC27U7Test_prompt.txt,269,887
GPT_OSS_120b,method,BBC27,BBC27U80Test_prompt.txt,306,917
GPT_OSS_120b,method,BBC27,BBC27U81Test_prompt.txt,261,886
GPT_OSS_120b,method,BBC27,BBC27U82Test_prompt.txt,329,903
GPT_OSS_120b,method,BBC27,BBC27U83Test_prompt.txt,331,910
GPT_OSS_120b,method,BBC27,BBC27U84Test_prompt.txt,197,871
GPT_OSS_120b,method,BBC27,BBC27U85Test_prompt.txt,277,898
GPT_OSS_120b,method,BBC27,BBC27U86Test_prompt.txt,378,888
GPT_OSS_120b,method,BBC27,BBC27U87Test_prompt.txt,210,893
GPT_OSS_120b,method,BBC27,BBC27U88Test_prompt.txt,225,900
GPT_OSS_120b,method,BBC27,BBC27U89Test_prompt.txt,324,910
GPT_OSS_120b,method,BBC27,BBC27U8Test_prompt.txt,100,885
GPT_OSS_120b,method,BBC27,BBC27U90Test_prompt.txt,594,871
GPT_OSS_120b,method,BBC27,BBC27U91Test_prompt.txt,222,906
GPT_OSS_120b,method,BBC27,BBC27U92Test_prompt.txt,288,911
GPT_OSS_120b,method,BBC27,BBC27U93Test_prompt.txt,231,923
GPT_OSS_120b,method,BBC27,BBC27U94Test_prompt.txt,330,893
GPT_OSS_120b,method,BBC27,BBC27U95Test_prompt.txt,521,941
GPT_OSS_120b,method,BBC27,BBC27U96Test_prompt.txt,517,912
GPT_OSS_120b,method,BBC27,BBC27U97Test_prompt.txt,403,919
GPT_OSS_120b,method,BBC27,BBC27U98Test_prompt.txt,248,896
GPT_OSS_120b,method,BBC27,BBC27U99Test_prompt.txt,266,923
GPT_OSS_120b,method,BBC27,BBC27U9Test_prompt.txt,322,894
GPT_OSS_120b,method,BBC31,BBC31U0Test_prompt.txt,499,936
GPT_OSS_120b,method,BBC31,BBC31U1Test_prompt.txt,402,1106
GPT_OSS_120b,method,BBC31,BBC31U2Test_prompt.txt,1594,1555
GPT_OSS_120b,method,BBC31,BBC31U3Test_prompt.txt,490,1003
GPT_OSS_120b,method,BBC31,BBC31U4Test_prompt.txt,601,1852
GPT_OSS_120b,method,BBC33,BBC33U10Test_prompt.txt,274,873
GPT_OSS_120b,method,BBC33,BBC33U11Test_prompt.txt,317,881
GPT_OSS_120b,method,BBC33,BBC33U12Test_prompt.txt,250,877
GPT_OSS_120b,method,BBC33,BBC33U13Test_prompt.txt,376,912
GPT_OSS_120b,method,BBC33,BBC33U14Test_prompt.txt,330,916
GPT_OSS_120b,method,BBC33,BBC33U15Test_prompt.txt,427,887
GPT_OSS_120b,method,BBC33,BBC33U16Test_prompt.txt,352,892
GPT_OSS_120b,method,BBC33,BBC33U17Test_prompt.txt,364,893
GPT_OSS_120b,method,BBC33,BBC33U18Test_prompt.txt,221,885
GPT_OSS_120b,method,BBC33,BBC33U19Test_prompt.txt,204,912
GPT_OSS_120b,method,BBC33,BBC33U20Test_prompt.txt,344,905
GPT_OSS_120b,method,BBC33,BBC33U21Test_prompt.txt,452,887
GPT_OSS_120b,method,BBC33,BBC33U22Test_prompt.txt,285,904
GPT_OSS_120b,method,BBC33,BBC33U23Test_prompt.txt,272,903
GPT_OSS_120b,method,BBC33,BBC33U24Test_prompt.txt,466,911
GPT_OSS_120b,method,BBC33,BBC33U25Test_prompt.txt,340,923
GPT_OSS_120b,method,BBC33,BBC33U26Test_prompt.txt,263,880
GPT_OSS_120b,method,BBC33,BBC33U27Test_prompt.txt,498,893
GPT_OSS_120b,method,BBC33,BBC33U28Test_prompt.txt,472,896
GPT_OSS_120b,method,BBC33,BBC33U29Test_prompt.txt,250,881
GPT_OSS_120b,method,BBC33,BBC33U2Test_prompt.txt,817,2158
GPT_OSS_120b,method,BBC33,BBC33U30Test_prompt.txt,488,896
GPT_OSS_120b,method,BBC33,BBC33U31Test_prompt.txt,227,886
GPT_OSS_120b,method,BBC33,BBC33U32Test_prompt.txt,581,917
GPT_OSS_120b,method,BBC33,BBC33U33Test_prompt.txt,313,902
GPT_OSS_120b,method,BBC33,BBC33U34Test_prompt.txt,512,925
GPT_OSS_120b,method,BBC33,BBC33U35Test_prompt.txt,555,906
GPT_OSS_120b,method,BBC33,BBC33U36Test_prompt.txt,363,938
GPT_OSS_120b,method,BBC33,BBC33U37Test_prompt.txt,341,923
GPT_OSS_120b,method,BBC33,BBC33U38Test_prompt.txt,364,922
GPT_OSS_120b,method,BBC33,BBC33U39Test_prompt.txt,280,928
GPT_OSS_120b,method,BBC33,BBC33U3Test_prompt.txt,283,895
GPT_OSS_120b,method,BBC33,BBC33U40Test_prompt.txt,213,894
GPT_OSS_120b,method,BBC33,BBC33U41Test_prompt.txt,286,910
GPT_OSS_120b,method,BBC33,BBC33U42Test_prompt.txt,558,910
GPT_OSS_120b,method,BBC33,BBC33U43Test_prompt.txt,495,910
GPT_OSS_120b,method,BBC33,BBC33U44Test_prompt.txt,425,915
GPT_OSS_120b,method,BBC33,BBC33U45Test_prompt.txt,360,915
GPT_OSS_120b,method,BBC33,BBC33U46Test_prompt.txt,451,915
GPT_OSS_120b,method,BBC33,BBC33U47Test_prompt.txt,368,887
GPT_OSS_120b,method,BBC33,BBC33U48Test_prompt.txt,417,894
GPT_OSS_120b,method,BBC33,BBC33U49Test_prompt.txt,323,879
GPT_OSS_120b,method,BBC33,BBC33U4Test_prompt.txt,492,896
GPT_OSS_120b,method,BBC33,BBC33U50Test_prompt.txt,416,884
GPT_OSS_120b,method,BBC33,BBC33U51Test_prompt.txt,439,881
GPT_OSS_120b,method,BBC33,BBC33U52Test_prompt.txt,314,877
GPT_OSS_120b,method,BBC33,BBC33U53Test_prompt.txt,442,878
GPT_OSS_120b,method,BBC33,BBC33U54Test_prompt.txt,291,881
GPT_OSS_120b,method,BBC33,BBC33U55Test_prompt.txt,379,888
GPT_OSS_120b,method,BBC33,BBC33U56Test_prompt.txt,178,882
GPT_OSS_120b,method,BBC33,BBC33U57Test_prompt.txt,226,885
GPT_OSS_120b,method,BBC33,BBC33U58Test_prompt.txt,235,888
GPT_OSS_120b,method,BBC33,BBC33U59Test_prompt.txt,265,883
GPT_OSS_120b,method,BBC33,BBC33U5Test_prompt.txt,299,897
GPT_OSS_120b,method,BBC33,BBC33U60Test_prompt.txt,311,879
GPT_OSS_120b,method,BBC33,BBC33U61Test_prompt.txt,374,883
GPT_OSS_120b,method,BBC33,BBC33U62Test_prompt.txt,155,883
GPT_OSS_120b,method,BBC33,BBC33U63Test_prompt.txt,276,890
GPT_OSS_120b,method,BBC33,BBC33U64Test_prompt.txt,367,884
GPT_OSS_120b,method,BBC33,BBC33U65Test_prompt.txt,270,890
GPT_OSS_120b,method,BBC33,BBC33U66Test_prompt.txt,276,891
GPT_OSS_120b,method,BBC33,BBC33U67Test_prompt.txt,425,883
GPT_OSS_120b,method,BBC33,BBC33U68Test_prompt.txt,420,883
GPT_OSS_120b,method,BBC33,BBC33U69Test_prompt.txt,343,883
GPT_OSS_120b,method,BBC33,BBC33U6Test_prompt.txt,232,885
GPT_OSS_120b,method,BBC33,BBC33U70Test_prompt.txt,276,883
GPT_OSS_120b,method,BBC33,BBC33U71Test_prompt.txt,322,887
GPT_OSS_120b,method,BBC33,BBC33U72Test_prompt.txt,299,879
GPT_OSS_120b,method,BBC33,BBC33U73Test_prompt.txt,333,890
GPT_OSS_120b,method,BBC33,BBC33U74Test_prompt.txt,179,890
GPT_OSS_120b,method,BBC33,BBC33U75Test_prompt.txt,359,890
GPT_OSS_120b,method,BBC33,BBC33U76Test_prompt.txt,253,890
GPT_OSS_120b,method,BBC33,BBC33U77Test_prompt.txt,406,896
GPT_OSS_120b,method,BBC33,BBC33U78Test_prompt.txt,326,884
GPT_OSS_120b,method,BBC33,BBC33U79Test_prompt.txt,328,895
GPT_OSS_120b,method,BBC33,BBC33U7Test_prompt.txt,387,873
GPT_OSS_120b,method,BBC33,BBC33U80Test_prompt.txt,310,904
GPT_OSS_120b,method,BBC33,BBC33U81Test_prompt.txt,718,897
GPT_OSS_120b,method,BBC33,BBC33U82Test_prompt.txt,233,905
GPT_OSS_120b,method,BBC33,BBC33U83Test_prompt.txt,475,917
GPT_OSS_120b,method,BBC33,BBC33U8Test_prompt.txt,670,888
GPT_OSS_120b,method,BBC33,BBC33U9Test_prompt.txt,366,881
GPT_OSS_120b,method,BBC35,BBC35U0Test_prompt.txt,578,1100
GPT_OSS_120b,method,BBC35,BBC35U1Test_prompt.txt,462,949
GPT_OSS_120b,method,BBC35,BBC35U2Test_prompt.txt,467,992
GPT_OSS_120b,method,BBC35,BBC35U3Test_prompt.txt,1098,875
GPT_OSS_120b,method,BBC36,BBC36U108Test_prompt.txt,723,1188
GPT_OSS_120b,method,BBC36,BBC36U109Test_prompt.txt,257,1569
GPT_OSS_120b,method,BBC36,BBC36U10Test_prompt.txt,606,1090
GPT_OSS_120b,method,BBC36,BBC36U110Test_prompt.txt,401,1021
GPT_OSS_120b,method,BBC36,BBC36U111Test_prompt.txt,239,984
GPT_OSS_120b,method,BBC36,BBC36U112Test_prompt.txt,449,1328
GPT_OSS_120b,method,BBC36,BBC36U113Test_prompt.txt,736,1308
GPT_OSS_120b,method,BBC36,BBC36U114Test_prompt.txt,170,1270
GPT_OSS_120b,method,BBC36,BBC36U115Test_prompt.txt,416,1287
GPT_OSS_120b,method,BBC36,BBC36U116Test_prompt.txt,448,1109
GPT_OSS_120b,method,BBC36,BBC36U117Test_prompt.txt,724,1285
GPT_OSS_120b,method,BBC36,BBC36U118Test_prompt.txt,395,994
GPT_OSS_120b,method,BBC36,BBC36U119Test_prompt.txt,1076,1085
GPT_OSS_120b,method,BBC36,BBC36U11Test_prompt.txt,289,1051
GPT_OSS_120b,method,BBC36,BBC36U120Test_prompt.txt,656,1057
GPT_OSS_120b,method,BBC36,BBC36U121Test_prompt.txt,1110,1228
GPT_OSS_120b,method,BBC36,BBC36U122Test_prompt.txt,965,1546
GPT_OSS_120b,method,BBC36,BBC36U123Test_prompt.txt,864,1026
GPT_OSS_120b,method,BBC36,BBC36U124Test_prompt.txt,1062,2198
GPT_OSS_120b,method,BBC36,BBC36U125Test_prompt.txt,668,1017
GPT_OSS_120b,method,BBC36,BBC36U126Test_prompt.txt,901,910
GPT_OSS_120b,method,BBC36,BBC36U127Test_prompt.txt,564,946
GPT_OSS_120b,method,BBC36,BBC36U128Test_prompt.txt,439,950
GPT_OSS_120b,method,BBC36,BBC36U129Test_prompt.txt,1810,1350
GPT_OSS_120b,method,BBC36,BBC36U12Test_prompt.txt,401,1044
GPT_OSS_120b,method,BBC36,BBC36U130Test_prompt.txt,654,956
GPT_OSS_120b,method,BBC36,BBC36U131Test_prompt.txt,343,943
GPT_OSS_120b,method,BBC36,BBC36U132Test_prompt.txt,192,899
GPT_OSS_120b,method,BBC36,BBC36U133Test_prompt.txt,1292,1090
GPT_OSS_120b,method,BBC36,BBC36U134Test_prompt.txt,1261,1684
GPT_OSS_120b,method,BBC36,BBC36U135Test_prompt.txt,907,923
GPT_OSS_120b,method,BBC36,BBC36U136Test_prompt.txt,94,903
GPT_OSS_120b,method,BBC36,BBC36U137Test_prompt.txt,1352,1262
GPT_OSS_120b,method,BBC36,BBC36U138Test_prompt.txt,83,899
GPT_OSS_120b,method,BBC36,BBC36U139Test_prompt.txt,1529,1120
GPT_OSS_120b,method,BBC36,BBC36U13Test_prompt.txt,413,1047
GPT_OSS_120b,method,BBC36,BBC36U140Test_prompt.txt,225,937
GPT_OSS_120b,method,BBC36,BBC36U141Test_prompt.txt,1104,1076
GPT_OSS_120b,method,BBC36,BBC36U142Test_prompt.txt,2797,1377
GPT_OSS_120b,method,BBC36,BBC36U143Test_prompt.txt,789,1042
GPT_OSS_120b,method,BBC36,BBC36U144Test_prompt.txt,2373,1179
GPT_OSS_120b,method,BBC36,BBC36U145Test_prompt.txt,1819,1225
GPT_OSS_120b,method,BBC36,BBC36U146Test_prompt.txt,1237,1012
GPT_OSS_120b,method,BBC36,BBC36U147Test_prompt.txt,1138,1157
GPT_OSS_120b,method,BBC36,BBC36U148Test_prompt.txt,494,940
GPT_OSS_120b,method,BBC36,BBC36U149Test_prompt.txt,327,952
GPT_OSS_120b,method,BBC36,BBC36U14Test_prompt.txt,245,973
GPT_OSS_120b,method,BBC36,BBC36U150Test_prompt.txt,3219,1356
GPT_OSS_120b,method,BBC36,BBC36U151Test_prompt.txt,2629,1248
GPT_OSS_120b,method,BBC36,BBC36U152Test_prompt.txt,1003,997
GPT_OSS_120b,method,BBC36,BBC36U153Test_prompt.txt,1662,1405
GPT_OSS_120b,method,BBC36,BBC36U154Test_prompt.txt,694,1006
GPT_OSS_120b,method,BBC36,BBC36U155Test_prompt.txt,552,1053
GPT_OSS_120b,method,BBC36,BBC36U156Test_prompt.txt,3215,1580
GPT_OSS_120b,method,BBC36,BBC36U157Test_prompt.txt,2165,1579
GPT_OSS_120b,method,BBC36,BBC36U158Test_prompt.txt,1194,1166
GPT_OSS_120b,method,BBC36,BBC36U159Test_prompt.txt,366,1678
GPT_OSS_120b,method,BBC36,BBC36U15Test_prompt.txt,391,1062
GPT_OSS_120b,method,BBC36,BBC36U160Test_prompt.txt,980,1063
GPT_OSS_120b,method,BBC36,BBC36U161Test_prompt.txt,1103,1544
GPT_OSS_120b,method,BBC36,BBC36U162Test_prompt.txt,765,1044
GPT_OSS_120b,method,BBC36,BBC36U163Test_prompt.txt,845,1336
GPT_OSS_120b,method,BBC36,BBC36U164Test_prompt.txt,3189,2001
GPT_OSS_120b,method,BBC36,BBC36U165Test_prompt.txt,304,1019
GPT_OSS_120b,method,BBC36,BBC36U166Test_prompt.txt,2293,1279
GPT_OSS_120b,method,BBC36,BBC36U167Test_prompt.txt,490,1044
GPT_OSS_120b,method,BBC36,BBC36U168Test_prompt.txt,1225,1493
GPT_OSS_120b,method,BBC36,BBC36U169Test_prompt.txt,2621,1626
GPT_OSS_120b,method,BBC36,BBC36U16Test_prompt.txt,1016,1047
GPT_OSS_120b,method,BBC36,BBC36U170Test_prompt.txt,1340,1172
GPT_OSS_120b,method,BBC36,BBC36U171Test_prompt.txt,1000,2097
GPT_OSS_120b,method,BBC36,BBC36U172Test_prompt.txt,378,1019
GPT_OSS_120b,method,BBC36,BBC36U173Test_prompt.txt,510,951
GPT_OSS_120b,method,BBC36,BBC36U174Test_prompt.txt,494,1022
GPT_OSS_120b,method,BBC36,BBC36U175Test_prompt.txt,475,2397
GPT_OSS_120b,method,BBC36,BBC36U176Test_prompt.txt,216,1019
GPT_OSS_120b,method,BBC36,BBC36U177Test_prompt.txt,615,1229
GPT_OSS_120b,method,BBC36,BBC36U178Test_prompt.txt,119,1020
GPT_OSS_120b,method,BBC36,BBC36U179Test_prompt.txt,861,1044
GPT_OSS_120b,method,BBC36,BBC36U180Test_prompt.txt,908,1493
GPT_OSS_120b,method,BBC36,BBC36U181Test_prompt.txt,1535,1626
GPT_OSS_120b,method,BBC36,BBC36U182Test_prompt.txt,1015,1153
GPT_OSS_120b,method,BBC36,BBC36U183Test_prompt.txt,3071,2350
GPT_OSS_120b,method,BBC36,BBC36U184Test_prompt.txt,181,1019
GPT_OSS_120b,method,BBC36,BBC36U185Test_prompt.txt,637,1044
GPT_OSS_120b,method,BBC36,BBC36U186Test_prompt.txt,524,962
GPT_OSS_120b,method,BBC36,BBC36U187Test_prompt.txt,471,1007
GPT_OSS_120b,method,BBC36,BBC36U188Test_prompt.txt,819,1784
GPT_OSS_120b,method,BBC36,BBC36U189Test_prompt.txt,446,1019
GPT_OSS_120b,method,BBC36,BBC36U190Test_prompt.txt,1739,1230
GPT_OSS_120b,method,BBC36,BBC36U191Test_prompt.txt,1054,1044
GPT_OSS_120b,method,BBC36,BBC36U192Test_prompt.txt,2844,1493
GPT_OSS_120b,method,BBC36,BBC36U193Test_prompt.txt,2308,1626
GPT_OSS_120b,method,BBC36,BBC36U194Test_prompt.txt,782,1091
GPT_OSS_120b,method,BBC36,BBC36U195Test_prompt.txt,1904,1586
GPT_OSS_120b,method,BBC36,BBC36U196Test_prompt.txt,268,1019
GPT_OSS_120b,method,BBC36,BBC36U197Test_prompt.txt,396,944
GPT_OSS_120b,method,BBC36,BBC36U198Test_prompt.txt,851,1036
GPT_OSS_120b,method,BBC36,BBC36U199Test_prompt.txt,468,969
GPT_OSS_120b,method,BBC36,BBC36U1Test_prompt.txt,1541,2099
GPT_OSS_120b,method,BBC36,BBC36U200Test_prompt.txt,1280,1366
GPT_OSS_120b,method,BBC36,BBC36U201Test_prompt.txt,1580,1345
GPT_OSS_120b,method,BBC36,BBC36U202Test_prompt.txt,178,954
GPT_OSS_120b,method,BBC36,BBC36U203Test_prompt.txt,862,1036
GPT_OSS_120b,method,BBC36,BBC36U204Test_prompt.txt,361,1037
GPT_OSS_120b,method,BBC36,BBC36U205Test_prompt.txt,3930,1421
GPT_OSS_120b,method,BBC36,BBC36U206Test_prompt.txt,436,928
GPT_OSS_120b,method,BBC36,BBC36U207Test_prompt.txt,1626,1405
GPT_OSS_120b,method,BBC36,BBC36U208Test_prompt.txt,1465,1668
GPT_OSS_120b,method,BBC36,BBC36U209Test_prompt.txt,1663,1811
GPT_OSS_120b,method,BBC36,BBC36U210Test_prompt.txt,2008,1629
GPT_OSS_120b,method,BBC36,BBC36U211Test_prompt.txt,1623,1830
GPT_OSS_120b,method,BBC36,BBC36U212Test_prompt.txt,1845,1632
GPT_OSS_120b,method,BBC36,BBC36U213Test_prompt.txt,338,965
GPT_OSS_120b,method,BBC36,BBC36U214Test_prompt.txt,1448,1463
GPT_OSS_120b,method,BBC36,BBC36U215Test_prompt.txt,1476,1258
GPT_OSS_120b,method,BBC36,BBC36U216Test_prompt.txt,1173,1029
GPT_OSS_120b,method,BBC36,BBC36U217Test_prompt.txt,1350,1568
GPT_OSS_120b,method,BBC36,BBC36U218Test_prompt.txt,1068,998
GPT_OSS_120b,method,BBC36,BBC36U219Test_prompt.txt,923,1092
GPT_OSS_120b,method,BBC36,BBC36U220Test_prompt.txt,1275,1603
GPT_OSS_120b,method,BBC36,BBC36U221Test_prompt.txt,777,2669
GPT_OSS_120b,method,BBC36,BBC36U222Test_prompt.txt,1238,1104
GPT_OSS_120b,method,BBC36,BBC36U223Test_prompt.txt,1447,1656
GPT_OSS_120b,method,BBC36,BBC36U224Test_prompt.txt,2157,2276
GPT_OSS_120b,method,BBC36,BBC36U225Test_prompt.txt,3346,1652
GPT_OSS_120b,method,BBC36,BBC36U226Test_prompt.txt,256,1791
GPT_OSS_120b,method,BBC36,BBC36U227Test_prompt.txt,897,1031
GPT_OSS_120b,method,BBC36,BBC36U228Test_prompt.txt,798,1581
GPT_OSS_120b,method,BBC36,BBC36U229Test_prompt.txt,308,969
GPT_OSS_120b,method,BBC36,BBC36U230Test_prompt.txt,506,6096
GPT_OSS_120b,method,BBC36,BBC36U231Test_prompt.txt,263,1027
GPT_OSS_120b,method,BBC36,BBC36U232Test_prompt.txt,1339,1263
GPT_OSS_120b,method,BBC36,BBC36U233Test_prompt.txt,932,1819
GPT_OSS_120b,method,BBC36,BBC36U234Test_prompt.txt,1893,2035
GPT_OSS_120b,method,BBC36,BBC36U235Test_prompt.txt,1109,1044
GPT_OSS_120b,method,BBC36,BBC36U236Test_prompt.txt,935,1648
GPT_OSS_120b,method,BBC36,BBC36U237Test_prompt.txt,826,2226
GPT_OSS_120b,method,BBC36,BBC36U238Test_prompt.txt,490,1051
GPT_OSS_120b,method,BBC36,BBC36U239Test_prompt.txt,1424,1539
GPT_OSS_120b,method,BBC36,BBC36U240Test_prompt.txt,2445,1239
GPT_OSS_120b,method,BBC36,BBC36U241Test_prompt.txt,723,997
GPT_OSS_120b,method,BBC36,BBC36U242Test_prompt.txt,1068,1303
GPT_OSS_120b,method,BBC36,BBC36U243Test_prompt.txt,836,1036
GPT_OSS_120b,method,BBC36,BBC36U244Test_prompt.txt,490,1167
GPT_OSS_120b,method,BBC36,BBC36U245Test_prompt.txt,93,2166
GPT_OSS_120b,method,BBC36,BBC36U246Test_prompt.txt,554,1275
GPT_OSS_120b,method,BBC36,BBC36U247Test_prompt.txt,1140,1619
GPT_OSS_120b,method,BBC36,BBC36U248Test_prompt.txt,1087,1303
GPT_OSS_120b,method,BBC36,BBC36U249Test_prompt.txt,984,1036
GPT_OSS_120b,method,BBC36,BBC36U24Test_prompt.txt,861,1825
GPT_OSS_120b,method,BBC36,BBC36U250Test_prompt.txt,1044,1905
GPT_OSS_120b,method,BBC36,BBC36U251Test_prompt.txt,1137,1768
GPT_OSS_120b,method,BBC36,BBC36U252Test_prompt.txt,1447,1036
GPT_OSS_120b,method,BBC36,BBC36U253Test_prompt.txt,919,1016
GPT_OSS_120b,method,BBC36,BBC36U254Test_prompt.txt,1084,1038
GPT_OSS_120b,method,BBC36,BBC36U255Test_prompt.txt,1475,1423
GPT_OSS_120b,method,BBC36,BBC36U256Test_prompt.txt,1636,2207
GPT_OSS_120b,method,BBC36,BBC36U257Test_prompt.txt,1827,1537
GPT_OSS_120b,method,BBC36,BBC36U258Test_prompt.txt,1349,2218
GPT_OSS_120b,method,BBC36,BBC36U259Test_prompt.txt,1043,2015
GPT_OSS_120b,method,BBC36,BBC36U25Test_prompt.txt,1220,2560
GPT_OSS_120b,method,BBC36,BBC36U260Test_prompt.txt,2054,1460
GPT_OSS_120b,method,BBC36,BBC36U261Test_prompt.txt,1262,1340
GPT_OSS_120b,method,BBC36,BBC36U262Test_prompt.txt,1077,1340
GPT_OSS_120b,method,BBC36,BBC36U263Test_prompt.txt,1905,1340
GPT_OSS_120b,method,BBC36,BBC36U264Test_prompt.txt,1345,1280
GPT_OSS_120b,method,BBC36,BBC36U265Test_prompt.txt,860,1412
GPT_OSS_120b,method,BBC36,BBC36U266Test_prompt.txt,702,1170
GPT_OSS_120b,method,BBC36,BBC36U267Test_prompt.txt,559,903
GPT_OSS_120b,method,BBC36,BBC36U268Test_prompt.txt,621,1088
GPT_OSS_120b,method,BBC36,BBC36U269Test_prompt.txt,618,948
GPT_OSS_120b,method,BBC36,BBC36U26Test_prompt.txt,1456,2018
GPT_OSS_120b,method,BBC36,BBC36U270Test_prompt.txt,2147,1048
GPT_OSS_120b,method,BBC36,BBC36U271Test_prompt.txt,140,893
GPT_OSS_120b,method,BBC36,BBC36U272Test_prompt.txt,492,1303
GPT_OSS_120b,method,BBC36,BBC36U273Test_prompt.txt,2027,2288
GPT_OSS_120b,method,BBC36,BBC36U274Test_prompt.txt,797,1330
